0,2,1461715205,PjW7Oz5f4FTZa/iLvL+lMw==
0,1,1461801603,Uraa/kZ86syjYUsfbKwTNA==
0,2,1461801603,aFSkJlFPBJODiVyUtLwW1A==
0,1,1461888018,tqdWyhtx91u+J8ifRBpjtg==
0,2,1461888018,SeuTnPcmrwobWJ//HadQ5g==
0,1,1461974401,m51whfVpw+vJVcdRNuaXwA==
0,2,1461974401,R8qfoBC/B85lVtVP1DFCKA==
0,1,1462060801,4wCAyD88sOnfUv9a+pvJTA==
0,2,1462060801,c/zW18kgtTypJE6Z//qHPA==
0,1,1462147202,p2NXfguZBoYz0AONoUnsGA==
0,2,1462147202,VbNRLyGJxn/gZxncPh49kQ==
0,1,1462233604,r84zeGP+GTcfciL08bV9wQ==
0,2,1462233604,qpdG5yY3LPm3RwMpL1EqgA==
0,1,1462320014,I7rU6G/oq4B9RDfEM73bVg==
0,2,1462320014,pDTUJIWiisy/Dn8dJWSkMQ==
0,1,1462406403,0sBRWuWdBlJDQfbNxCW8OQ==
0,2,1462406403,0IWYBsE3mNUck5hgxrCxRg==
0,1,1462492801,sIyFU4MRM0jMxvhcvTQPVg==
0,2,1462492801,v1nWTvWDroHYLLUvhF2XtA==
0,1,1462579201,hLQQKR2X9Sn+ixDnE2xLMw==
0,2,1462579201,sdON9KF/tbtdLNWe4FWUsA==
0,1,1462665604,FcOp2AeUs0PNJpBx5He6kA==
0,2,1462665604,7I38kEpDqk7a1fIhtYHABw==
0,1,1462752004,TEESE1kOEwtUi1igpesu7Q==
0,2,1462752004,X7yVCSweRU+OeriyW4FRcg==
0,1,1462838401,O7KvrBNP/0LK1IcsruK+ow==
0,2,1462838401,3jUraONycMXxeEgOZf6Csg==
0,1,1462924805,7T9iUJAIDCP15wiUHWoOMg==
0,2,1462924805,y5PUGoJ0vqddxNdFsNRvDA==
0,1,1463011204,1wTgb+aBY+Z6FUjoxHbjFA==
0,2,1463011204,qkRmQM8PpQBTJYXqRAphbQ==
0,1,1463097601,omkyqwobvZris1dDr4Talw==
0,2,1463097601,pcYHj0alX6HgnXCp80pqgA==
0,1,1463184003,ALdoGentflGIGOfyYBeHZA==
0,2,1463184003,Kv5kMATtHN+ht0raPhiqNA==
0,1,1463270401,5Ooo5JDF5aRhLJ0Zjhk1qg==
0,2,1463270401,vdoEaFJhohrUdh4LcbXB3w==
0,1,1463356801,Eb7vv5Q8ifmLxdhxf9/+fA==
0,2,1463356801,bnSKJ3lg8SvZFxIf3D/IDw==
0,1,1463443205,wRhQzOfEc2IjW9shBkinfQ==
0,2,1463443205,IIqiUpTHVoZJ3TowEy/Z1A==
0,1,1463529603,IuTq5o0isohUNa2YYztPQg==
0,2,1463529603,v/pVh1rvF1mKDLvAKJzI4Q==
0,1,1463616002,EGiyJBx6qUgGCGjbSKBH8A==
0,2,1463616002,SAynjTL1hy2RUDofsUDCpQ==
0,1,1463702401,TpWSpLnd1tCngJFXAnnGTw==
0,2,1463702401,NwJoKMfCzpnLKD5H+Surzw==
0,1,1463788811,iPvj/tR98VJ1SMZUdFdHPg==
0,2,1463788811,LTzDwZWJbMYxtvdrVB4Wlg==
0,1,1463875202,YOEzeKI0ZmzeUI2zGPO7mQ==
0,2,1463875202,vWXvvkPPDVacyk0s/Xo+JA==
0,1,1463961601,jji3auTUmAY/hlAkdFVLgA==
0,2,1463961601,kcvkThtXEQ9HLgUxeKupmA==
0,1,1464048001,j35K3dIX1IAIyjl2ZCVQPA==
0,2,1464048001,vxuDvcWNDaFeT5e4YHZV6A==
0,1,1464134415,q3Z36N4cpDE303T3lIG+MA==
0,2,1464134415,MSLb5uIHi7OCr+t9laqWDQ==
0,1,1464220802,yR35jzgOByjRt2hzmxntwg==
0,2,1464220802,lGd9Wfg1OTrd6n3IE3nB4A==
0,1,1464307203,6v2HcYlR6bT2VaGnt4qvdg==
0,2,1464307203,FenisLj8yQkVWHv0HMwe2g==
0,1,1464393604,ZEGbOrlztJ/KLe+ETgipWA==
0,2,1464393604,x9wQAj0644IWm0wkFwFR5A==
0,1,1464480004,dRlbhum181dFFen0QnXtTw==
0,2,1464480004,4TPQwDk5TYqeEqOYEsGImg==
0,1,1464566401,Zjo7kwY+j6AXkbCCQ2GzWw==
0,2,1464566401,dKZ8v8nXqUY2UFOQE89svw==
0,1,1464652804,uocr0b/AQmkT2/+KburY0A==
0,2,1464652804,A0YurSPLV7Z3L4LDc8901w==
0,1,1464739204,fZzdkqD1w3jhcTiGjJznBg==
0,2,1464739204,5CwmMKVBhUmBfU5pfGyAnw==
0,1,1464825605,W4xnLoo32YYhbmS4Bzf9GQ==
0,2,1464825605,aaVSJPQOhIzYv9RmZbHFPQ==
0,1,1464912001,CcabDNltmsEmFJQx2+0eBQ==
0,2,1464912001,FP9AtNZQe7vWD2xWgAu8nQ==
0,1,1464998406,ov/LoP/+VvLLPt55Ffhg6Q==
0,2,1464998406,rUz8/W3cn+7MPctxNmFPfw==
0,1,1465084805,MS1zDD6m43BzUNvh2vSZCQ==
0,2,1465084805,gZtzv4iQdtoLVRRplVf4KA==
0,1,1465171204,kfrUgYh36MIChjoh+yxAEA==
0,2,1465171204,vQriIOQEsPQXmZNYpuxoQA==
0,1,1465257612,hk95b3FNNS29xXmx1i6wwg==
0,2,1465257612,vZPc21qK8qeOSxktt/dfTg==
0,1,1465344002,y6iegHPUl51nbcHA77SnpA==
0,2,1465344002,C5tNM0Obtsg6eK4sme8Dsw==
0,1,1465430407,vijvdoykhOj32lyGZA0dNg==
0,2,1465430407,WltjcLGB716iOkSjM79rMA==
0,1,1465516808,OH4XV2aYR97yap6C6MFg/w==
0,2,1465516808,yp2Bl81XrxUaTu+jOTey6A==
0,1,1465603205,mcTQbwt156cVlhFgqE4l1A==
0,2,1465603205,s6eqKxMUAqA5S+kcvYcD/w==
0,1,1465689604,44BBTniT0EsFMJ1BuNC9Gg==
0,2,1465689604,Kvbkz9mAsMk6BaTPKBtPLQ==
0,1,1465776012,0HqafExSt05KdIRTbJsh+w==
0,2,1465776012,aWfeRTMdHKt1gylHrkkN/g==
0,1,1465862403,Mtmdcugns2XrExJkDz4CoQ==
0,2,1465862403,o9U7Cn0sCTVa9BKH0Nu/xw==
0,1,1465948825,oWuhdDlDprjS+YYEVh4kVQ==
0,2,1465948825,HwJRqQGayOkp6NJvw2TEJQ==
0,1,1466035211,tUyUPBX/0lzYDwZbf1q73w==
0,2,1466035211,fWxleUT/uFegK2WpBLyaIw==
0,1,1466121601,R99gRjXXuXnr8K4duulMcQ==
0,2,1466121601,yRcpfa/0NEGYmheJwHcgww==
0,1,1466208001,i8EF/lDFlH1P2PbOUQlH/w==
0,2,1466208001,LptmjEx9hKi3rMZDkyFy0Q==
0,1,1466294404,Btx7DNVsnj/5z6jBB2N5Pw==
0,2,1466294404,KvXlxD/6foyB5NheJAQEUQ==
0,1,1466380801,oatQqtdBnNnW/s6CrZoMJQ==
0,2,1466380801,0WWhXX5UHukRgc39HyZyiA==
0,1,1466467203,YbJakPGAGbquV9mRpbRbWg==
0,2,1466467203,9dXahISUu80lNE+7tKORKQ==
0,1,1466553603,hqUdq5WCob6oqc95+v8NWg==
0,2,1466553603,8nYBCTDqUR36pvZ2Mw8QNA==
0,1,1466640001,0evuF47O6NwabfHFg83Lrw==
0,2,1466640001,PxNoeHxwiQmUMK4sEEN6/A==
0,1,1466726403,GxUj9rb9unT0VWtw6Owh0A==
0,2,1466726403,rvKIK2DTsUkv0Q8skUm3qA==
0,1,1466812801,kzrFDsF5VOEXTALG5NV4Nw==
0,2,1466812801,wuNDv22gKIZL54zYtU3pXw==
0,1,1466899207,IBJPYVZ0yR6KrKmOtGhKbQ==
0,2,1466899207,Sjl7/UDkfYGJVlQJNMyEZw==
0,1,1466985602,tUXJ1F4Hnv7l26OCNf5yEQ==
0,2,1466985602,N3doivxDwGGnzXwCDXezPQ==
0,1,1467072001,Yz0QRf4QNl9N/rgLSDi7BA==
0,2,1467072001,PzzEeCTczv1I5e/QjcDy6A==
0,1,1467158403,R7zfZyliraQqUhdhdNj9rg==
0,2,1467158403,FTR/r1XCujn7IxDm+nKOgA==
0,1,1467244801,UNTALKe3T8ibS8yLqtwIdg==
0,2,1467244801,SeHiXxkIMVI+kcsrHbY3NA==
0,1,1467331203,ESVoXcit4OHTBu3jWSnDXw==
0,2,1467331203,snuMfGM46CoDA/Q7OeCHBg==
0,1,1467417601,yXew6ieT+Qrfoz/v7L5Mgw==
0,2,1467417601,1MovQ0V6owd1MC3ZocYzdA==
0,1,1467504001,2NV4m2fp3Xg9d/YAZ3sw+w==
0,2,1467504001,2NGKJ4Pf8KwkA9y+R6n9eg==
0,1,1467590401,QkoJe4q0/6nQSaIlr/YQjQ==
0,2,1467590401,u6+Bd5/p2fIRjLjo2Sy07Q==
0,1,1467676804,f8CVlitM+l3FR6/+G8eebg==
0,2,1467676804,5b3NJIhAxshv2PS+CcbNng==
0,1,1467763221,EaSFeXTV/3gIeIMQUx2e9Q==
0,2,1467763221,uk6V781o0QH7FfL9TljcFA==
0,1,1467849603,qRxKHGvYd1H7EIhwMgvIfw==
0,2,1467849603,huopzhOYbJq0IuAxb4C8wQ==
0,1,1467936024,KxvChIv36H4bo5NtvtvgSg==
0,2,1467936024,qfYe7G06yDBSJrGTVmQHgQ==
0,1,1468022403,GaeZK9pwMIIGjATQIjGRVA==
0,2,1468022403,zmlaWW+QYFYMObo8p46frg==
0,1,1468108802,X7OKHpk7vsdk5F4VMEsNzw==
0,2,1468108802,qhWRan+qkEZ3Mi+iTCO2fQ==
0,1,1468195201,59DeDedr4vf+wtCqFNobZw==
0,2,1468195201,TNY1LA8AyQRzwNHxoVs9rQ==
0,1,1468281603,LLfU0dEt3c0eIKTqtsLzMg==
0,2,1468281603,p2iBQWvhZd369gXqDWyfGQ==
